ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/04/2026;COBERTURA;IMPORTE AFILIADO
7930;paracetamol;TERMOFREN;gts.x 20 ml;Roemmers;$ 7871;40%;$ 4722.6
15871;paracetamol;TERMOFREN;sol.x 120 ml;Roemmers;$ 10517;40%;$ 6310.2
39267;piridostigmina;MESTINON TS;180 mg comp.x 30;Roemmers;$ 72639;50%;$ 36319.5
27096;piridostigmina;MESTINON;60 mg comp.x 100;Roemmers;$ 75601.66;50%;$ 37800.83
8367;piroxicam+carisoprodol;FLEXICAMIN;comp.x 20;Roemmers;$ 10151.06;50%;$ 5075.53
50335;piroxicam+carisoprodol+asoc.;FLEXICAMIN B12;comp.x 10;Roemmers;$ 19976.34;50%;$ 9988.17
8369;piroxicam+carisoprodol+asoc.;FLEXICAMIN B12;comp.x 20;Roemmers;$ 37907.75;50%;$ 18953.88
8368;piroxicam+carisoprodol+asoc.;FLEXICAMIN A;comp.x 20;Roemmers;$ 11288.14;50%;$ 5644.07
50333;piroxicam+dexametasona+asoc.;FLEXICAMIN B12;iny.f.a.x 1+a.x 1;Roemmers;$ 11231.98;50%;$ 5615.99
50334;piroxicam+dexametasona+asoc.;FLEXICAMIN B12;iny.f.a.x 4+a.x 4;Roemmers;$ 42628.85;50%;$ 21314.43
44345;prasugrel;PROCARDIA;10 mg comp.x 30;Roemmers;$ 54469.96;50%;$ 27234.98
44343;prasugrel;PROCARDIA;5 mg comp.x 30;Roemmers;$ 22773.33;50%;$ 11386.67
39898;pregabalina;PLENICA;150 mg cáps.x 30;Roemmers;$ 62852;50%;$ 31426
44885;pregabalina;PLENICA;25 mg cáps.x 30;Roemmers;$ 12511.46;50%;$ 6255.73
39899;pregabalina;PLENICA;300 mg cáps.x 30;Roemmers;$ 84587;50%;$ 42293.5
52070;pregabalina;PLENICA;50 mg cáps.x 15;Roemmers;$ 14633.11;50%;$ 7316.56
52071;pregabalina;PLENICA;50 mg cáps.x 30;Roemmers;$ 28430.86;50%;$ 14215.43
46723;pregabalina;PLENICA 75 PRACTIDOSIS;75 mg comp.x 15;Roemmers;$ 22800.58;50%;$ 11400.29
48656;pregabalina;PLENICA 75 PRACTIDOSIS;75 mg comp.x 30;Roemmers;$ 44278.61;50%;$ 22139.31
39896;pregabalina;PLENICA;75 mg cáps.x 15;Roemmers;$ 21130.52;50%;$ 10565.26
39897;pregabalina;PLENICA;75 mg cáps.x 30;Roemmers;$ 41413;50%;$ 20706.5
48655;pregabalina;PLENICA;75 mg cáps.x 60;Roemmers;$ 79820.56;50%;$ 39910.28
7899;propinox;SERTAL;gts.x 20 ml;Roemmers;$ 11132.66;50%;$ 5566.33
61183;propinox+clonixinato de lisina;SERTAL COMPUESTO VL;comp.rec.x 20;Roemmers;$ 15696.8;50%;$ 7848.4
45580;quetiapina;INQUETIA;100 mg comp.x 30;Roemmers;$ 96466.69;50%;$ 48233.35
45581;quetiapina;INQUETIA;200 mg comp.x 30;Roemmers;$ 118321.62;50%;$ 59160.81
45579;quetiapina;INQUETIA;25 mg comp.x 30;Roemmers;$ 57198.59;50%;$ 28599.3
39046;rasagilina;ELBRUS;1 mg comp.x 30;Roemmers;$ 31552.96;50%;$ 15776.48
54198;rifaximina;LISIBACTER;200 mg comp.rec.x 20;Roemmers;$ 17447.93;50%;$ 8723.97
54199;rifaximina;LISIBACTER;550 mg comp.rec.x 10;Roemmers;$ 29771;50%;$ 14885.5
54200;rifaximina;LISIBACTER;550 mg comp.rec.x 30;Roemmers;$ 76703.5;50%;$ 38351.75
59963;rivaroxabán;ABAXON;10 mg x 30 comp.rec.;Roemmers;$ 126402.92;50%;$ 63201.46
59964;rivaroxabán;ABAXON;15 mg x 30 comp.rec.;Roemmers;$ 120258.92;50%;$ 60129.46
59962;rivaroxabán;ABAXON;2.5 mg x 30 comp.rec.;Roemmers;$ 65053;50%;$ 32526.5
59965;rivaroxabán;ABAXON;20 mg x 30 comp.rec.;Roemmers;$ 130158;50%;$ 65079
34503;rosuvastatina;ROVARTAL;10 mg comp.rec.x 30;Roemmers;$ 26452.5;60%;$ 10581
58231;rosuvastatina;ROVARTAL;10 mg comp.rec.x 60;Roemmers;$ 51125.87;60%;$ 20450.35
44813;rosuvastatina;ROVARTAL;20 mg comp.rec.x 30;Roemmers;$ 47379;60%;$ 18951.6
58961;rosuvastatina;ROVARTAL;20 mg comp.rec.x 60;Roemmers;$ 90069;60%;$ 36027.6
54944;rosuvastatina;ROVARTAL;40 mg comp.rec.x 30;Roemmers;$ 80097;60%;$ 32038.8
46335;rosuvastatina;ROVARTAL;5 mg comp.rec.x 30;Roemmers;$ 17451;60%;$ 6980.4
59059;rosuvastatina;ROVARTAL;5 mg comp.rec.x 60;Roemmers;$ 31313;60%;$ 12525.2
59967;rosuvastatina+ezetimibe;ROVARTAL EZ;10 mg cáps. x 30;Roemmers;$ 32338;50%;$ 16169
59968;rosuvastatina+ezetimibe;ROVARTAL EZ;20 mg cáps. x 30;Roemmers;$ 55889;50%;$ 27944.5
59966;rosuvastatina+ezetimibe;ROVARTAL EZ;5 mg cáps. x 30;Roemmers;$ 29780.96;50%;$ 14890.48
46294;sertralina;ASERTRAL;100 mg comp.ran.x 30;Roemmers;$ 39606.28;50%;$ 19803.14
58894;sertralina;ASERTRAL;100 mg comp.ran.x 60;Roemmers;$ 67518.84;50%;$ 33759.42
46293;sertralina;ASERTRAL;50 mg comp.ran.x 30;Roemmers;$ 26480.07;50%;$ 13240.04
58887;sertralina;ASERTRAL;50 mg comp.ran.x 60;Roemmers;$ 44376.01;50%;$ 22188.01
28758;sildenafil;VIMAX;100 mg comp.x 6;Roemmers;$ 23914.91;50%;$ 11957.46
21977;sildenafil;VIMAX;25 mg comp.x 2;Roemmers;$ 4397.95;50%;$ 2198.98
34713;sildenafil;VIMAX 50;50 mg comp.mast.x 2;Roemmers;$ 5771.66;50%;$ 2885.83
21978;sildenafil;VIMAX;50 mg comp.x 2;Roemmers;$ 5873;50%;$ 2936.5
28757;sildenafil;VIMAX;50 mg comp.x 6;Roemmers;$ 17392;50%;$ 8696
45874;sildenafil;VIMAX FLASH 50;50mg comp.dis.buc.rap.x6;Roemmers;$ 17163;50%;$ 8581.5
52074;sildenafil;VIMAX FLASH 100;comp.dis.buc.rap.x 10;Roemmers;$ 38919.82;50%;$ 19459.91
52073;sildenafil;VIMAX FLASH 100;comp.dis.buc.rap.x 2;Roemmers;$ 8007.68;50%;$ 4003.84
15375;simvastatin;VASOTENAL;10 mg comp.x 30;Roemmers;$ 24777.94;60%;$ 9911.18
21044;simvastatin;VASOTENAL;20 mg comp.x 30;Roemmers;$ 33166.73;60%;$ 13266.69
15373;simvastatin;VASOTENAL;5 mg comp.x 30;Roemmers;$ 7369;60%;$ 2947.6
54051;sodio,divalproato;IMPROVAL 125;125 mg comp.rec.x 30;Roemmers;$ 16558.67;80%;$ 3311.73
54052;sodio,divalproato;IMPROVAL 250;250 mg comp.rec.x 30;Roemmers;$ 27617;80%;$ 5523.4
54053;sodio,divalproato;IMPROVAL 500;500 mg comp.rec.x 30;Roemmers;$ 45502;80%;$ 9100.4
54054;sodio,divalproato;IMPROVAL 500;500 mg comp.rec.x 60;Roemmers;$ 84193.5;80%;$ 16838.7
50572;sulfametoxazol+trimetoprima;DOSULFIN FORTE;comp.x 14;Roemmers;$ 13813.03;60%;$ 5525.21
51226;tadalafilo;INVICTUS 20;20 mg comp.rec.x 1;Roemmers;$ 12219;50%;$ 6109.5
51227;tadalafilo;INVICTUS 20;20 mg comp.rec.x 2;Roemmers;$ 24193;50%;$ 12096.5
51228;tadalafilo;INVICTUS 20;20 mg comp.rec.x 4;Roemmers;$ 47917;50%;$ 23958.5
51225;tadalafilo;INVICTUS 5;5 mg comp.rec.x 30;Roemmers;$ 104421.51;50%;$ 52210.76
49260;tamsulosina;URIFLUX;0.4 mg cáps.x 30;Roemmers;$ 50110.62;50%;$ 25055.31
49961;tramadol+paracetamol;NERVIDOL;comp.rec.x 20;Roemmers;$ 49892;40%;$ 29935.2
43204;trimebutina;PLIDEX AP;300 mg comp.lib.prol.x30;Roemmers;$ 19684.77;50%;$ 9842.39
42296;trimebutina;PLIDEX 200;comp.x 30;Roemmers;$ 13906.82;50%;$ 6953.41
42294;trimebutina;PLIDEX 100;comp.x 30;Roemmers;$ 9596.35;50%;$ 4798.18
52075;trimebutina+simeticona;PLIDEX S;200/120 mg comp.rec.x 30;Roemmers;$ 19064;40%;$ 11438.4
52076;trimebutina+simeticona;PLIDEX S;200/120 mg comp.rec.x 60;Roemmers;$ 31492;40%;$ 18895.2
41029;valsartán;RACORVAL;160 mg comp.rec.x 28;Roemmers;$ 36032;60%;$ 14412.8
57264;valsartán;RACORVAL;160 mg comp.rec.x 30;Roemmers;$ 32772.77;60%;$ 13109.11
52870;valsartán;RACORVAL;320 mg comp.rec.x 30;Roemmers;$ 38285.59;60%;$ 15314.24
41026;valsartán;RACORVAL;80 mg comp.rec.x 14;Roemmers;$ 1568.96;60%;$ 627.58
41027;valsartán;RACORVAL;80 mg comp.rec.x 28;Roemmers;$ 27061.23;60%;$ 10824.49
57263;valsartán;RACORVAL;80 mg comp.rec.x 30;Roemmers;$ 24830.6;60%;$ 9932.24
46846;valsartán+amlodipina;RACORVAL A;160/10 mg comp.rec.x 28;Roemmers;$ 38629.49;50%;$ 19314.75
46845;valsartán+amlodipina;RACORVAL A;160/5 mg comp.rec.x 28;Roemmers;$ 41977.1;50%;$ 20988.55
55713;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/10/12.5mg comp.rex28;Roemmers;$ 47952.73;50%;$ 23976.37
52808;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/5/12.5mg comp.recx28;Roemmers;$ 48551.63;50%;$ 24275.82
58374;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;320/10/25mg comp.rec.x30;Roemmers;$ 56552.86;50%;$ 28276.43
42646;valsartán+hidroclorotiazida;RACORVAL D;160/12.5 mg comp.rec.x28;Roemmers;$ 33318.23;50%;$ 16659.12
42645;valsartán+hidroclorotiazida;RACORVAL D;80/12.5 mg comp.rec.x 28;Roemmers;$ 28682.04;50%;$ 14341.02
31003;venlafaxina;SESAREN XR;150 mg cáps.x 15;Roemmers;$ 15913;50%;$ 7956.5
36797;venlafaxina;SESAREN XR;150 mg cáps.x 30;Roemmers;$ 43646;50%;$ 21823
48650;venlafaxina;SESAREN XR;225 mg cáps.x 15;Roemmers;$ 21897.89;50%;$ 10948.95
48651;venlafaxina;SESAREN XR;225 mg cáps.x 30;Roemmers;$ 60092;50%;$ 30046
30999;venlafaxina;SESAREN;25 mg comp.x 30;Roemmers;$ 7776;50%;$ 3888
36795;venlafaxina;SESAREN XR;37.5 mg cáps.x 28;Roemmers;$ 28485.75;50%;$ 14242.88
31000;venlafaxina;SESAREN;50 mg comp.x 30;Roemmers;$ 14965.63;50%;$ 7482.82
31001;venlafaxina;SESAREN;75 mg comp.x 30;Roemmers;$ 21138.71;50%;$ 10569.36
31002;venlafaxina;SESAREN XR;75 mg cáps.x 15;Roemmers;$ 14586.92;50%;$ 7293.46
36796;venlafaxina;SESAREN XR;75 mg cáps.x 30;Roemmers;$ 30078.89;50%;$ 15039.45
29693;vit.d;RAQUIFEROL;fco.gotero x 4 ml;Roemmers;$ 9154;40%;$ 5492.4
52072;vit.d3;RAQUIFEROL D3;fco.gotero x 4 ml;Roemmers;$ 11168;40%;$ 6700.8
52078;vit.d3;RAQUIFEROL D3;sol.oral x 2 ml;Roemmers;$ 9217;40%;$ 5530.2
60855;amoxicilina;CLIACIL 1000;1000 mg comp.x 16;Ronnet;$ 18357.88;60%;$ 7343.15
60854;amoxicilina;CLIACIL 1000;1000 mg comp.x 8;Ronnet;$ 8906.04;60%;$ 3562.42
60353;amoxicilina;CLIACIL;500 mg comp.x 16;Ronnet;$ 7050.72;60%;$ 2820.29
60352;amoxicilina;CLIACIL;500 mg comp.x 8;Ronnet;$ 3345.07;60%;$ 1338.03
58819;atenolol;ATELSTA;100 mg comp.x 30;Ronnet;$ 10893.45;80%;$ 2178.69
58820;atenolol;ATELSTA;100 mg comp.x 60;Ronnet;$ 21810.41;80%;$ 4362.08
58817;atenolol;ATELSTA;25 mg comp.x 30;Ronnet;$ 5248.28;80%;$ 1049.66
58818;atenolol;ATELSTA;25 mg comp.x 60;Ronnet;$ 10360.45;80%;$ 2072.09
58438;atenolol;ATELSTA;50 mg comp.x 30;Ronnet;$ 7859.19;80%;$ 1571.84
61104;atenolol;ATELSTA;50 mg comp.x 60;Ronnet;$ 15698.26;80%;$ 3139.65
59805;atorvastatín;RONATOR;10 mg comp.x 30;Ronnet;$ 22857.03;60%;$ 9142.81
59804;atorvastatín;RONATOR;10 mg comp.x 60;Ronnet;$ 42785.58;60%;$ 17114.23
59803;atorvastatín;RONATOR;20 mg comp.x 30;Ronnet;$ 37272.09;60%;$ 14908.84
59802;atorvastatín;RONATOR;20 mg comp.x 60;Ronnet;$ 66039.4;60%;$ 26415.76
36568;azitromicina;TALCILINA;500 mg comp.rec.x 3;Ronnet;$ 9771.23;50%;$ 4885.62
39404;azitromicina;TALCILINA;500 mg comp.rec.x 6;Ronnet;$ 14829.51;50%;$ 7414.76
37832;carboximetilcisteína;SALVITOS;jbe.x 120 ml;Ronnet;$ 7909.37;50%;$ 3954.69
53997;cefalexina;RIBAMICIN;500 mg comp.x 16;Ronnet;$ 9745.2;60%;$ 3898.08
53996;cefalexina;RIBAMICIN;500 mg comp.x 8;Ronnet;$ 5709.88;60%;$ 2283.95
34526;clotrimazol;MYCANDEN;cr.x 20 g;Ronnet;$ 7080.15;40%;$ 4248.09
54592;clotrimazol;MYCANDEN;pvo.dérmico x 30 g;Ronnet;$ 9199;40%;$ 5519.4
32028;clotrimazol;MYCANDEN;spray x 60 ml;Ronnet;$ 12859;40%;$ 7715.4
34779;diclofenac dietilamina;NALGIFLEX GEL;gel x 50 g;Ronnet;$ 8794;40%;$ 5276.4
35858;diclofenac sódico;NALGIFLEX;50 mg comp.rec.x 15;Ronnet;$ 4792;40%;$ 2875.2
44436;diclofenac sódico;NALGIFLEX;50 mg comp.rec.x 30;Ronnet;$ 7785;40%;$ 4671
33543;diclofenac sódico;NALGIFLEX 75;75 mg comp.rec.x 15;Ronnet;$ 9605;40%;$ 5763
44437;diclofenac sódico;NALGIFLEX 75;75 mg comp.rec.x 30;Ronnet;$ 19785;40%;$ 11871
38818;diclofenac+pridinol;NALGIFLEX RELAX;comp.rec.gastrorr.x 15;Ronnet;$ 8915;40%;$ 5349
44435;diclofenac+pridinol;NALGIFLEX RELAX;comp.rec.gastrorr.x 30;Ronnet;$ 14926.4;40%;$ 8955.84
56700;lactulosa;RONELAX;jbe.x 120 ml;Ronnet;$ 11915;40%;$ 7149
56701;lactulosa;RONELAX;jbe.x 250 ml;Ronnet;$ 21115.6;40%;$ 12669.36
30155;lidocaína+hidrocortisona;PROCTOCREM;pda.x 20 g;Ronnet;$ 9984;50%;$ 4992
40652;loperamida;NORMASEC;comp.x 10;Ronnet;$ 4864;50%;$ 2432
57305;loperamida;NORMASEC;comp.x 20;Ronnet;$ 9408.2;50%;$ 4704.1
40653;norfloxacina;NEFRONET;comp.rec.x 10;Ronnet;$ 9707.45;50%;$ 4853.73
54593;norfloxacina;NEFRONET;comp.rec.x 20;Ronnet;$ 16480.82;50%;$ 8240.41
33544;paracetamol+pseudoefedrina+asoc.;TERMOGRIP;comp.rec.x 10;Ronnet;$ 5130.2;40%;$ 3078.12
58188;sodio,picosulfato;LAXANET;sol.oral x 15 ml;Ronnet;$ 6389.45;50%;$ 3194.73
58667;sodio,picosulfato;LAXANET;sol.oral x 50 ml;Ronnet;$ 18115.33;50%;$ 9057.67
32726;alendronato;OSTEOFENE;70 mg comp.x 4;Rontag;$ 12453.24;60%;$ 4981.3
39690;amantadina;AMPAKINE;100 mg comp.x 30;Rontag;$ 24242.18;80%;$ 4848.44
39691;amantadina;AMPAKINE;100 mg comp.x 60;Rontag;$ 46411.96;80%;$ 9282.39
36676;aripiprazol;ARLEMIDE;10 mg comp.x 30;Rontag;$ 30276.18;50%;$ 15138.09
36677;aripiprazol;ARLEMIDE;15 mg comp.x 15;Rontag;$ 20933.35;50%;$ 10466.68
36678;aripiprazol;ARLEMIDE;15 mg comp.x 30;Rontag;$ 43657.36;50%;$ 21828.68
44806;aripiprazol;ARLEMIDE;5 mg comp.x 10;Rontag;$ 10250.09;50%;$ 5125.05
44021;aripiprazol;ARLEMIDE;5 mg comp.x 30;Rontag;$ 27024.66;50%;$ 13512.33
39688;betahistina;RONISTINA;16 mg comp.x 30;Rontag;$ 18931.48;40%;$ 11358.89
39689;betahistina;RONISTINA;16 mg comp.x 60;Rontag;$ 33295.33;40%;$ 19977.2
40405;betahistina;RONISTINA DUO;24 mg comp.x 15;Rontag;$ 516.44;40%;$ 309.86
36679;betahistina;RONISTINA DUO;24 mg comp.x 30;Rontag;$ 28896.77;40%;$ 17338.06
36680;betahistina;RONISTINA DUO;24 mg comp.x 60;Rontag;$ 52763.07;40%;$ 31657.84
31470;betahistina;RONISTINA;8 mg comp.x 30;Rontag;$ 16786.17;40%;$ 10071.7
31471;betahistina;RONISTINA;8 mg comp.x 60;Rontag;$ 27013.31;40%;$ 16207.99
6240;bromazepam;CREOSEDIN;3 mg comp.x 20;Rontag;$ 3719.75;50%;$ 1859.88
3082;bromazepam;CREOSEDIN;3 mg comp.x 50;Rontag;$ 7018.85;50%;$ 3509.43
6242;bromazepam;CREOSEDIN;6 mg comp.x 20;Rontag;$ 5661.32;50%;$ 2830.66
3196;bromazepam;CREOSEDIN;6 mg comp.x 50;Rontag;$ 18833.48;50%;$ 9416.74
37382;cabergolina;CABERPAR;1 mg comp.x 10;Rontag;$ 31016.09;80%;$ 6203.22
39687;cabergolina;CABERPAR;2 mg comp.x 30;Rontag;$ 88469.56;80%;$ 17693.91
9703;carbamazepina;CARBAMAT;200 mg comp.x 30;Rontag;$ 16627.71;80%;$ 3325.54
9704;carbamazepina;CARBAMAT;200 mg comp.x 60;Rontag;$ 29320.88;80%;$ 5864.18
48367;clonazepam;SOLFIDIN FLASH;0.5 mg comp.x 30;Rontag;$ 11132.24;50%;$ 5566.12
18311;clonazepam;SOLFIDIN;0.5 mg comp.x 30;Rontag;$ 8543.65;50%;$ 4271.83
48368;clonazepam;SOLFIDIN FLASH;0.5 mg comp.x 60;Rontag;$ 22265.03;50%;$ 11132.52
18312;clonazepam;SOLFIDIN;2 mg comp.x 30;Rontag;$ 11432.84;80%;$ 2286.57
8465;dapsona;D.A.P.S.;100 mg comp.x 100;Rontag;$ 39578.06;50%;$ 19789.03
38330;deflazacort;DEFAS;30 mg comp.x 10;Rontag;$ 1221.07;50%;$ 610.54
38331;deflazacort;DEFAS;30 mg comp.x 20;Rontag;$ 110457.9;50%;$ 55228.95
38329;deflazacort;DEFAS;6 mg comp.x 20;Rontag;$ 23087.21;50%;$ 11543.61
8526;diazepam;SAROMET;comp.x 50;Rontag;$ 11579.06;50%;$ 5789.53
8527;diazepam;SAROMET FULLTIME;cáps.x 20;Rontag;$ 11579.06;50%;$ 5789.53
26564;donepecilo;AUROBRAL;10 mg comp.x 30;Rontag;$ 50199.65;50%;$ 25099.83
26562;donepecilo;AUROBRAL;5 mg comp.x 30;Rontag;$ 39735.99;50%;$ 19868
42340;estroncio,ranelato;PRODINAM;sob.x 28 x 2 g;Rontag;$ 38632.9;50%;$ 19316.45
33011;hidroxicloroquina;AXOKINE;200 mg comp.x 30;Rontag;$ 22568;50%;$ 11284
16002;hidroxicloroquina;METIREL;200 mg comp.x 30;Rontag;$ 974.25;50%;$ 487.13
33012;hidroxicloroquina;AXOKINE;200 mg comp.x 60;Rontag;$ 18482.14;50%;$ 9241.07
16222;hidroxicloroquina;METIREL;200 mg comp.x 60;Rontag;$ 1805.27;50%;$ 902.64
786;hierro;YECTAFER;a.x 10;Rontag;$ 83656.8;50%;$ 41828.4
32855;hierro;YECTAFER;a.x 5;Rontag;$ 41828.41;50%;$ 20914.21
47219;hierro+fólico,ác.;YECTAFER TABS;40/0.5 mg comp.rec.x 20;Rontag;$ 19285.61;50%;$ 9642.81
47220;hierro+fólico,ác.;YECTAFER TABS;40/0.5 mg comp.rec.x 40;Rontag;$ 30218.74;50%;$ 15109.37
47221;hierro+fólico,ác.;YECTAFER TABS;80/1 mg comp.rec.x 20;Rontag;$ 28729.65;50%;$ 14364.83
47222;hierro+fólico,ác.;YECTAFER TABS;80/1 mg comp.rec.x 40;Rontag;$ 50450.54;50%;$ 25225.27
787;hierro+fólico,ác.+asoc.;YECTAFER COMPLEX;a.x 10;Rontag;$ 130555.7;50%;$ 65277.85
32856;hierro+fólico,ác.+asoc.;YECTAFER COMPLEX;a.x 5;Rontag;$ 65277.86;50%;$ 32638.93
17309;indometacina;INDOTEX;100 mg sup.x 10;Rontag;$ 22322.84;50%;$ 11161.42
17776;indometacina;INDOTEX;50 mg sup.x 10;Rontag;$ 11510.9;50%;$ 5755.45
36208;leflunomida;LEFLUAR;20 mg comp.rec.x 30;Rontag;$ 41421.17;50%;$ 20710.59
39029;levetiracetam;LEVRON;1000 mg comp.x 30;Rontag;$ 193028.24;50%;$ 96514.12
42930;levetiracetam;LEVRON;250 mg comp.x 30;Rontag;$ 40195.75;50%;$ 20097.88
39027;levetiracetam;LEVRON;500 mg comp.x 20;Rontag;$ 66929.05;50%;$ 33464.53
39028;levetiracetam;LEVRON;500 mg comp.x 60;Rontag;$ 167973.45;50%;$ 83986.73
41030;levocetirizina;ANALERG;5 mg comp.rec.x 10;Rontag;$ 9282.2;50%;$ 4641.1
41031;levocetirizina;ANALERG;5 mg comp.rec.x 30;Rontag;$ 23446.39;50%;$ 11723.2
28945;metronidazol+asoc.;NAXO TV;ov.x 12;Rontag;$ 1004.71;50%;$ 502.36
42884;mirtazapina;BILANZ;30 mg comp.rec.x 10;Rontag;$ 12899.94;50%;$ 6449.97
42885;mirtazapina;BILANZ;30 mg comp.rec.x 30;Rontag;$ 38699.66;50%;$ 19349.83
42592;modafinilo;INTENSIT;200 mg comp.x 10;Rontag;$ 21551.79;50%;$ 10775.9
4393;nalbufina;NUBAINA;10 mg/ml a.x 10 x 1 ml;Rontag;$ 35815.81;50%;$ 17907.91
4420;nalbufina;NUBAINA;10 mg/ml a.x 5 x 1 ml;Rontag;$ 17907.65;50%;$ 8953.83
4395;nalbufina;NUBAINA;20 mg/ml a.x 10 x 1 ml;Rontag;$ 52390;50%;$ 26195
7337;naproxeno;NAPRONTAG;250 mg comp.x 20;Rontag;$ 13546.97;40%;$ 8128.18
8734;naproxeno;NAPRONTAG;500 mg comp.x 20;Rontag;$ 27141.72;40%;$ 16285.03
8779;naproxeno;NAPRONTAG;500 mg comp.x 50;Rontag;$ 67356.11;40%;$ 40413.67
40403;naproxeno;NAPRONTAG GESIC;550 mg comp.rec.x 10;Rontag;$ 15652.72;40%;$ 9391.63
40404;naproxeno;NAPRONTAG GESIC;550 mg comp.rec.x 20;Rontag;$ 31282.12;40%;$ 18769.27
13715;naproxeno;NAPRONTAG 24;750 mg comp.x 10;Rontag;$ 23324.09;40%;$ 13994.45
13716;naproxeno;NAPRONTAG 24;750 mg comp.x 30;Rontag;$ 64002.28;40%;$ 38401.37
32717;paroxetina;DATEVAN;20 mg comp.x 10;Rontag;$ 13542.43;50%;$ 6771.22
32718;paroxetina;DATEVAN;20 mg comp.x 30;Rontag;$ 40626.42;50%;$ 20313.21
41635;rasagilina;RASAX;1 mg comp.x 30;Rontag;$ 28837.43;50%;$ 14418.72
32728;sertralina;SERLINA;100 mg comp.x 30;Rontag;$ 48411.94;50%;$ 24205.97
32727;sertralina;SERLINA;50 mg comp.x 30;Rontag;$ 28664.84;50%;$ 14332.42
8539;sodio,picosulfato;TRALI;8 mg/ml gts.x 30 ml;Rontag;$ 11388.82;50%;$ 5694.41
34156;tibolona;TOCLINE;2.5 mg comp.x 30;Rontag;$ 31045.51;50%;$ 15522.76
32873;venlafaxina;GANAVAX;37.5 mg comp.x 30;Rontag;$ 27666.53;50%;$ 13833.27
32874;venlafaxina;GANAVAX;50 mg comp.x 30;Rontag;$ 20537.42;50%;$ 10268.71
32875;venlafaxina;GANAVAX;75 mg comp.x 30;Rontag;$ 28090.9;50%;$ 14045.45
40384;acenocumarol;ACENOCOUMAROL ROSPAW;4 mg comp.x 20;Rospaw;$ 12420.44;80%;$ 2484.09
45721;alprazolam;ROSPAZ;0.50 mg comp.x 30;Rospaw;$ 4267.89;50%;$ 2133.95
45722;alprazolam;ROSPAZ;0.50 mg comp.x 60;Rospaw;$ 7675.71;50%;$ 3837.86
45723;alprazolam;ROSPAZ;1 mg comp.x 30;Rospaw;$ 6366.09;50%;$ 3183.05
45724;alprazolam;ROSPAZ;1 mg comp.x 60;Rospaw;$ 12269.13;50%;$ 6134.57
45725;alprazolam;ROSPAZ;2 mg comp.x 30;Rospaw;$ 9680.19;50%;$ 4840.1
45726;alprazolam;ROSPAZ;2 mg comp.x 60;Rospaw;$ 19057.79;50%;$ 9528.9
48280;amitriptilina;AMIPTRIL;25 mg comp.x 30;Rospaw;$ 14143.9;50%;$ 7071.95
48281;amitriptilina;AMIPTRIL;75 mg comp.x 30;Rospaw;$ 21016.91;50%;$ 10508.46
47429;amlodipina;AMLOPAW;10 mg comp.x 10;Rospaw;$ 8209.83;60%;$ 3283.93
47430;amlodipina;AMLOPAW;10 mg comp.x 30;Rospaw;$ 24523.74;60%;$ 9809.5
47431;amlodipina;AMLOPAW;10 mg comp.x 50;Rospaw;$ 34114.31;60%;$ 13645.72
47426;amlodipina;AMLOPAW;5 mg comp.x 10;Rospaw;$ 4345.08;60%;$ 1738.03
47427;amlodipina;AMLOPAW;5 mg comp.x 30;Rospaw;$ 13360.41;60%;$ 5344.16
47428;amlodipina;AMLOPAW;5 mg comp.x 60;Rospaw;$ 24411.66;60%;$ 9764.66
60769;aripiprazol;APECUR;10 mg comp.x 30;Rospaw;$ 26206.29;50%;$ 13103.15
60770;aripiprazol;APECUR;15 mg comp.x 30;Rospaw;$ 38160.87;50%;$ 19080.44
60771;aripiprazol;APECUR;20 mg comp.x 15;Rospaw;$ 24304.27;50%;$ 12152.14
60768;aripiprazol;APECUR;5 mg comp.x 30;Rospaw;$ 23884.85;50%;$ 11942.43
42289;biperideno;BIPERIDENO ROSPAW;2 mg comp.x 20;Rospaw;$ 7727.8;80%;$ 1545.56
35824;biperideno;BIPERIDENO ROSPAW;2 mg comp.x 60;Rospaw;$ 20005.78;80%;$ 4001.16
52861;carvedilol;CARVIPAW;12.5 mg comp.x 30;Rospaw;$ 12574.12;60%;$ 5029.65
52862;carvedilol;CARVIPAW;25 mg comp.x 30;Rospaw;$ 15486.91;60%;$ 6194.76
52859;carvedilol;CARVIPAW;3.125 mg comp.x 30;Rospaw;$ 93.4;60%;$ 37.36
52863;carvedilol;CARVIPAW;50 mg comp.x 30;Rospaw;$ 217;60%;$ 86.8
52860;carvedilol;CARVIPAW;6.25 mg comp.x 30;Rospaw;$ 10061.11;60%;$ 4024.44
55680;cilostazol;CILOSPAW;100 mg comp.x 30;Rospaw;$ 28615.38;60%;$ 11446.15
55681;cilostazol;CILOSPAW;100 mg comp.x 60;Rospaw;$ 57298.28;60%;$ 22919.31
55678;cilostazol;CILOSPAW;50 mg comp.x 30;Rospaw;$ 15008.86;60%;$ 6003.54
55679;cilostazol;CILOSPAW;50 mg comp.x 60;Rospaw;$ 29418.01;60%;$ 11767.2
45717;clonazepam;CLONAZEPAM ROSPAW;0.5 mg comp.birran.x30;Rospaw;$ 8464.88;50%;$ 4232.44
